-0.626,2.360,0
0.822,-1.620,0
-1.841,0.900,0
1.865,0.702,0
-0.971,0.482,0
-0.611,-0.096,0
-0.399,1.224,0
-1.228,-0.787,0
0.318,0.180,0
0.041,-0.710,0
1.381,0.392,0
0.371,0.946,0
-0.788,1.128,0
-1.420,1.090,0
1.764,0.785,0
1.223,-3.045,0
1.165,-0.216,0
-1.457,0.572,0
-1.494,0.599,0
-1.065,1.859,0
1.367,-0.895,0
0.832,-0.655,0
0.395,0.743,0
0.802,-0.477,0
-0.714,0.565,0
-0.789,2.073,0
-1.238,0.505,0
-0.581,0.887,0
0.569,1.306,0
-0.840,-1.072,0
-0.787,1.918,0
-0.485,0.265,0
0.703,-0.247,0
2.156,0.062,0
0.187,-1.700,0
0.717,-2.184,0
1.075,0.708,0
-0.950,0.718,0
0.838,-1.127,0
-1.969,0.362,0
-0.283,1.305,0
1.090,-0.314,0
-1.047,-0.718,0
-0.592,-0.892,0
0.399,0.474,0
0.177,-2.691,0
-0.040,-1.257,0
0.404,0.769,0
1.860,1.624,0
0.496,1.308,0
0.070,-0.426,0
-0.134,0.475,0
-1.036,1.340,0
-0.457,-0.314,0
-0.977,1.635,0
0.316,-0.099,0
-1.602,0.662,0
0.732,0.483,0
-0.099,-0.469,0
-1.481,-0.244,0
0.010,0.473,0
-1.399,0.069,0
1.514,2.008,0
-1.191,0.204,0
-0.450,-0.088,0
0.199,-0.040,0
-1.933,0.197,0
0.105,-0.382,0
0.835,0.179,0
-0.263,-0.543,0
0.748,-0.308,0
0.254,0.735,0
-2.138,-0.498,0
-0.824,0.975,0
1.416,1.856,0
0.171,-0.856,0
-0.009,1.100,0
-0.818,0.944,0
0.437,2.153,0
-0.563,1.001,0
0.056,1.102,0
-1.371,0.007,0
-1.241,-0.102,0
0.442,-0.472,0
1.458,0.806,0
-0.708,-1.407,0
0.396,0.726,0
-1.322,1.201,0
0.141,0.452,0
0.429,-0.238,0
-0.545,2.331,0
-0.257,-0.639,0
1.317,0.639,0
-0.727,-0.651,0
1.520,-2.471,0
-1.248,1.039,0
0.191,0.161,0
0.851,0.648,0
0.452,1.165,0
0.158,-0.254,0
7.461,1.517,1
5.564,-0.631,1
5.494,-0.333,1
4.101,-0.585,1
4.187,-0.876,1
6.831,1.771,1
8.906,1.719,1
2.597,-1.948,1
6.130,0.182,1
5.459,1.082,1
8.257,1.304,1
4.655,-2.464,1
8.759,0.411,1
4.577,-1.685,1
1.765,-2.450,1
10.078,2.943,1
6.560,-1.674,1
5.141,-0.453,1
4.276,-0.362,1
2.922,0.671,1
7.212,1.243,1
5.434,-2.790,1
5.482,-1.524,1
6.563,-0.120,1
3.565,-0.844,1
5.392,-1.964,1
2.616,0.356,1
3.593,-2.792,1
5.752,-0.533,1
3.889,-1.137,1
5.622,3.874,1
3.600,1.120,1
4.642,-2.340,1
6.742,0.324,1
7.047,1.561,1
6.095,1.396,1
5.204,-0.264,1
10.317,3.515,1
4.942,-0.427,1
6.822,-0.430,1
5.042,0.011,1
7.895,3.067,1
4.612,-1.947,1
5.943,0.767,1
7.519,-0.725,1
4.505,-1.110,1
4.814,-0.181,1
6.706,0.410,1
5.860,-1.726,1
4.032,0.295,1
8.039,0.062,1
5.735,2.480,1
6.071,-0.023,1
9.118,1.023,1
6.688,2.261,1
4.032,-3.701,1
10.812,1.091,1
6.760,1.202,1
6.752,-0.726,1
6.450,-0.213,1
5.364,0.649,1
3.978,-2.403,1
8.915,2.766,1
5.813,-0.149,1
4.031,-2.437,1
8.337,2.819,1
7.692,2.190,1
6.580,0.596,1
8.211,1.112,1
7.283,2.929,1
6.578,-2.054,1
5.010,0.645,1
6.297,-0.988,1
8.169,-1.338,1
3.822,-3.480,1
5.952,-1.166,1
5.750,1.206,1
5.271,-0.382,1
7.404,0.358,1
5.206,-2.162,1
7.662,0.276,1
5.797,-1.720,1
5.512,-1.292,1
5.058,-2.163,1
5.400,-0.911,1
5.225,-1.328,1
4.974,-0.607,1
6.473,1.446,1
8.154,0.346,1
5.680,-0.479,1
5.048,-0.916,1
6.228,2.091,1
6.705,0.529,1
6.990,0.159,1
5.932,1.342,1
6.110,-1.481,1
5.423,-0.347,1
6.275,2.852,1
6.241,0.817,1
2.034,-4.431,1
1.710,4.436,2
2.315,2.119,2
2.574,3.614,2
2.998,5.006,2
-0.017,2.424,2
1.115,5.108,2
4.081,4.096,2
1.512,4.929,2
2.846,3.283,2
1.691,4.778,2
5.162,4.930,2
0.814,3.032,2
4.147,4.178,2
3.504,2.588,2
2.651,3.789,2
2.837,1.520,2
4.246,3.832,2
1.451,2.458,2
0.599,5.747,2
3.940,1.631,2
2.577,4.738,2
2.369,4.080,2
4.597,3.246,2
2.875,4.149,2
1.275,5.214,2
4.656,2.652,2
4.687,3.220,2
3.683,3.860,2
4.823,4.649,2
3.366,5.501,2
3.484,3.755,2
4.021,4.166,2
3.373,4.328,2
1.492,2.338,2
2.172,3.616,2
5.710,5.918,2
3.577,3.784,2
2.121,4.975,2
4.431,5.590,2
4.734,4.912,2
2.298,4.814,2
3.250,4.327,2
3.002,2.236,2
3.536,2.662,2
0.111,4.589,2
1.387,2.077,2
2.944,4.835,2
0.136,4.476,2
4.104,3.890,2
3.563,3.978,2
3.166,3.729,2
4.177,4.988,2
5.663,4.431,2
1.289,4.659,2
1.771,5.070,2
0.876,3.716,2
2.122,3.720,2
4.532,4.804,2
0.234,3.998,2
4.256,3.434,2
2.880,3.844,2
4.396,2.151,2
1.567,5.140,2
6.162,2.952,2
2.462,3.555,2
0.006,3.388,2
2.869,5.740,2
3.751,2.507,2
2.844,5.134,2
6.403,3.105,2
3.479,3.673,2
4.006,3.038,2
1.203,2.201,2
1.884,5.957,2
2.982,4.656,2
-1.290,3.202,2
3.053,6.267,2
5.590,5.696,2
1.625,4.698,2
4.386,4.675,2
5.023,4.812,2
3.097,3.658,2
3.691,4.488,2
3.664,2.088,2
2.203,5.378,2
1.992,3.571,2
0.946,5.480,2
1.789,5.170,2
5.200,4.917,2
4.453,3.381,2
2.548,3.828,2
3.962,2.103,2
4.555,3.801,2
2.090,3.498,2
4.479,3.201,2
2.764,5.215,2
0.279,3.254,2
1.978,2.152,2
2.887,3.092,2
1.626,2.688,2
