1.199,-0.851,0
-0.386,0.453,0
-2.181,1.117,0
-1.096,0.025,0
0.862,-1.099,0
-0.541,-0.859,0
-0.005,1.366,0
-1.324,-0.421,0
-0.693,-2.009,0
-0.279,-2.040,0
-1.396,0.102,0
-0.706,0.441,0
0.473,-0.654,0
0.219,-2.400,0
0.523,-0.167,0
-1.206,1.616,0
-1.034,0.536,0
0.449,0.144,0
-0.994,-0.979,0
1.800,-0.633,0
-0.542,0.151,0
-2.646,0.882,0
0.862,0.369,0
-0.139,-0.373,0
-1.011,-1.441,0
0.606,1.026,0
1.368,-1.209,0
-1.049,1.278,0
-1.591,0.871,0
-1.276,-0.369,0
0.887,1.966,0
0.258,-1.873,0
1.050,0.196,0
-1.603,-1.178,0
-1.092,0.100,0
0.501,0.715,0
-1.623,-0.309,0
-0.638,1.553,0
0.791,0.331,0
1.160,-0.193,0
-0.006,-0.792,0
-1.173,-0.528,0
0.250,-0.376,0
-0.988,0.339,0
0.493,1.255,0
-1.340,-0.398,0
-1.034,0.151,0
0.976,1.899,0
-1.315,-0.220,0
-0.215,-0.361,0
0.805,-0.057,0
0.486,-1.619,0
1.448,-0.550,0
0.414,1.767,0
1.511,0.398,0
0.260,-0.202,0
-1.118,-0.106,0
-0.138,-0.097,0
1.745,1.854,0
0.972,-0.792,0
-1.162,1.033,0
-0.148,0.002,0
0.473,0.278,0
-1.071,-0.337,0
3.056,-1.501,0
1.099,-1.677,0
-1.140,-1.056,0
-0.955,-0.315,0
0.016,1.457,0
0.195,-1.061,0
1.385,-1.576,0
-0.454,0.046,0
-0.633,0.784,0
-1.703,-0.429,0
-1.130,-1.953,0
-0.184,0.273,0
1.531,0.843,0
0.068,-0.235,0
0.972,0.524,0
0.467,1.317,0
0.760,-1.070,0
-0.582,-0.669,0
2.392,0.362,0
0.122,1.295,0
-0.010,1.062,0
0.915,-0.452,0
-0.317,0.136,0
0.188,0.147,0
1.043,-0.030,0
0.851,-1.111,0
-1.147,0.276,0
1.381,1.302,0
0.070,-0.204,0
0.857,-1.133,0
0.016,0.456,0
-0.408,-1.863,0
0.877,-0.272,0
-0.731,-1.160,0
1.763,0.314,0
-0.351,0.846,0
4.148,-2.372,1
3.034,0.291,1
4.021,-0.835,1
5.538,-0.668,1
6.351,3.230,1
3.637,0.403,1
3.185,0.393,1
4.777,0.447,1
3.632,-1.664,1
5.017,0.657,1
2.717,0.519,1
5.489,-0.511,1
3.069,0.308,1
3.615,-0.866,1
3.175,0.324,1
4.589,0.862,1
2.249,-0.729,1
3.395,0.402,1
4.705,1.018,1
4.457,-0.281,1
4.173,-0.840,1
3.887,-1.650,1
4.294,0.019,1
3.307,0.666,1
5.807,1.123,1
4.139,0.381,1
5.693,-0.852,1
3.029,-0.813,1
5.690,1.002,1
2.718,-0.634,1
2.059,0.614,1
4.031,1.656,1
3.840,-0.887,1
4.096,1.035,1
3.282,-1.576,1
6.397,0.588,1
3.850,-1.672,1
5.463,0.645,1
4.595,-1.316,1
3.774,1.008,1
5.793,0.995,1
4.412,-0.419,1
3.502,0.736,1
2.354,-1.167,1
3.592,-0.087,1
3.582,1.064,1
5.558,-0.137,1
1.849,0.605,1
3.219,2.051,1
4.169,0.757,1
4.447,0.586,1
4.320,0.329,1
3.895,0.791,1
5.602,0.176,1
3.662,0.696,1
2.412,-0.036,1
4.254,1.010,1
2.823,0.965,1
2.677,-0.117,1
3.321,-0.019,1
4.742,-1.753,1
4.676,-0.545,1
3.263,1.572,1
5.834,-2.443,1
4.023,0.040,1
2.757,0.190,1
4.500,0.171,1
2.326,0.798,1
4.810,1.662,1
2.859,-0.561,1
4.271,-1.666,1
4.857,1.553,1
5.484,-0.912,1
3.615,-0.080,1
3.544,1.353,1
2.860,0.411,1
4.095,-0.463,1
3.226,0.466,1
4.774,0.455,1
4.975,-1.781,1
4.414,-0.424,1
4.170,0.978,1
5.298,-0.097,1
4.717,-0.980,1
5.468,-1.021,1
4.700,0.067,1
6.228,1.049,1
3.182,-0.155,1
4.080,0.876,1
4.766,-1.224,1
3.290,0.397,1
3.099,0.855,1
3.071,0.656,1
1.513,-1.064,1
3.471,0.095,1
7.671,-1.081,1
2.132,1.608,1
2.710,0.173,1
5.346,-0.038,1
3.931,1.993,1
7.981,0.031,2
9.306,-0.401,2
7.896,0.801,2
8.394,0.559,2
9.117,0.442,2
9.135,-0.394,2
6.180,0.726,2
6.836,0.802,2
7.373,0.411,2
5.706,-0.805,2
6.934,-0.733,2
7.356,-0.291,2
7.127,-0.109,2
8.493,-1.702,2
8.445,-1.076,2
6.549,0.507,2
7.081,0.935,2
8.452,-0.242,2
9.601,0.321,2
7.216,-0.501,2
8.048,0.460,2
6.815,2.463,2
7.660,0.183,2
7.741,-0.460,2
8.419,-0.611,2
7.164,0.076,2
8.174,0.848,2
5.913,0.330,2
7.119,2.415,2
7.614,-1.495,2
7.611,-0.233,2
6.622,0.558,2
7.485,-0.270,2
7.902,-1.568,2
8.126,-1.934,2
8.814,-0.748,2
7.163,0.835,2
6.874,-1.435,2
8.041,1.577,2
7.413,-1.297,2
9.724,-0.404,2
8.145,1.959,2
7.427,2.089,2
8.884,0.216,2
8.200,-0.384,2
8.570,0.001,2
7.594,1.521,2
9.703,1.217,2
8.672,-0.881,2
8.019,1.115,2
6.459,-1.539,2
6.980,-1.274,2
8.246,-0.236,2
8.571,0.315,2
8.694,-0.975,2
9.560,-1.087,2
5.972,0.557,2
7.185,-1.293,2
6.872,-0.059,2
5.826,0.752,2
8.936,0.045,2
9.391,0.045,2
8.635,-0.802,2
7.433,-0.922,2
7.417,-0.313,2
8.464,-1.461,2
6.939,-1.773,2
5.550,-1.311,2
9.787,-0.047,2
9.364,-0.127,2
7.231,-0.633,2
7.705,0.885,2
8.422,2.286,2
5.816,-0.841,2
8.702,-2.769,2
9.083,0.741,2
8.806,1.930,2
7.497,-0.885,2
5.949,-2.163,2
9.230,1.096,2
6.164,0.157,2
8.658,1.439,2
7.737,-0.117,2
8.540,0.024,2
7.501,1.080,2
8.133,0.782,2
8.509,1.039,2
9.622,-0.786,2
8.584,0.806,2
8.651,0.683,2
8.625,-2.165,2
7.053,0.051,2
7.289,-1.759,2
9.052,-0.053,2
8.762,-1.638,2
6.894,-0.514,2
7.902,0.085,2
7.792,-1.441,2
7.197,0.169,2
7.084,0.421,2
